,Datetime,groundspeed,throttle,Xacc,Yacc,Zacc,Xgyro,Ygyro,Zgyro,Xmag,Ymag,Zmag
173,2022-10-25 19:13:59,5.000258,25.0,0.0,0.0,-1001.0,2.0,2.0,2.0,43.0,234.0,-528.0
174,2022-10-25 19:14:00,5.001072,25.0,0.0,0.0,-1001.0,2.0,2.0,2.0,43.0,234.0,-528.0
175,2022-10-25 19:14:01,5.000603,25.0,0.0,0.0,-1001.0,2.0,2.0,2.0,43.0,234.0,-528.0
176,2022-10-25 19:14:02,5.000798,25.0,0.0,0.0,-1001.0,2.0,2.0,2.0,43.0,234.0,-528.0
177,2022-10-25 19:14:03,5.000577,25.0,0.0,0.0,-1001.0,2.0,2.0,2.0,43.0,234.0,-528.0
178,2022-10-25 19:14:04,5.000881,25.0,0.0,0.0,-1001.0,2.0,2.0,2.0,43.0,234.0,-528.0
179,2022-10-25 19:14:05,5.000743,25.0,0.0,0.0,-1001.0,2.0,2.0,2.0,43.0,234.0,-528.0
180,2022-10-25 19:14:06,4.99656,25.0,0.0,0.0,-1001.0,2.0,2.0,2.0,43.0,234.0,-528.0
181,2022-10-25 19:14:07,5.00204,25.0,-1.0,0.0,-1001.0,2.0,2.0,4.0,43.0,234.0,-528.0
182,2022-10-25 19:14:08,5.000782,25.0,0.0,0.0,-1001.0,2.0,2.0,2.0,44.0,234.0,-528.0
183,2022-10-25 19:14:09,5.000497,25.0,0.0,0.0,-1001.0,2.0,2.0,2.0,44.0,234.0,-528.0
184,2022-10-25 19:14:10,4.996508,25.0,0.0,0.0,-1001.0,2.0,2.0,2.0,44.0,234.0,-528.0
185,2022-10-25 19:14:11,5.003581,25.0,-1.0,0.0,-1001.0,2.0,2.0,2.0,44.0,234.0,-528.0
186,2022-10-25 19:14:12,4.998768,25.0,0.0,0.0,-1001.0,2.0,2.0,2.0,44.0,234.0,-528.0
187,2022-10-25 19:14:13,5.000519,25.0,0.0,0.0,-1001.0,2.0,2.0,2.0,44.0,234.0,-528.0
188,2022-10-25 19:14:14,4.998776,25.0,0.0,0.0,-1001.0,2.0,2.0,2.0,44.0,234.0,-528.0
189,2022-10-25 19:14:15,5.000636,25.0,0.0,0.0,-1001.0,2.0,2.0,2.0,44.0,234.0,-528.0
190,2022-10-25 19:14:16,4.998688,25.0,0.0,0.0,-1001.0,2.0,2.0,2.0,44.0,234.0,-528.0
191,2022-10-25 19:14:17,5.003361,25.0,-1.0,0.0,-1001.0,2.0,2.0,2.0,44.0,234.0,-528.0
192,2022-10-25 19:14:18,5.000629,25.0,0.0,0.0,-1001.0,2.0,2.0,2.0,44.0,234.0,-528.0
193,2022-10-25 19:14:19,5.000654,25.0,0.0,0.0,-1001.0,2.0,2.0,2.0,44.0,234.0,-528.0
194,2022-10-25 19:14:20,5.000541,25.0,1.0,0.0,-1001.0,2.0,2.0,2.0,44.0,234.0,-528.0
195,2022-10-25 19:14:21,5.001828,25.0,-1.0,0.0,-1001.0,2.0,2.0,2.0,44.0,234.0,-528.0
196,2022-10-25 19:14:22,5.001081,25.0,0.0,0.0,-1001.0,2.0,2.0,2.0,44.0,234.0,-528.0
197,2022-10-25 19:14:23,5.000705,25.0,0.0,0.0,-1001.0,2.0,2.0,2.0,44.0,234.0,-528.0
198,2022-10-25 19:14:24,5.000653,25.0,0.0,0.0,-1001.0,2.0,2.0,1.0,44.0,234.0,-528.0
199,2022-10-25 19:14:25,5.000879,25.0,-1.0,-2.0,-1001.0,2.0,2.0,0.0,44.0,234.0,-528.0
200,2022-10-25 19:14:26,5.000414,25.0,0.0,0.0,-1001.0,2.0,2.0,1.0,43.0,234.0,-528.0
